"year","zone","indicator","measure","value"
"2009","S01001842","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001842","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01001842","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001842","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001843","Number Of All Fires","Count",2
"2009","S01001843","Number Of All Fires","Count",5
"2012","S01001843","Number Of All Fires","Count",0
"2011","S01001843","Number Of All Fires","Count",2
"2010","S01001843","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","154.3"
"2011","S01001843","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001843","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",607
"2012","S01001843","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001843","Accidental Dwelling Fires Per 100,000 Population","Ratio","151.7"
"2010","S01001843","Accidental Dwelling Fires Per 100,000 Population","Ratio","154.3"
"2011","S01001843","Accidental Dwelling Fires Per 100,000 Population","Ratio","269.9"
"2012","S01001843","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001844","Number Of All Fires","Count",26
"2009","S01001844","Number Of All Fires","Count",14
"2012","S01001844","Number Of All Fires","Count",8
"2011","S01001844","Number Of All Fires","Count",19
"2010","S01001844","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","308.6"
"2011","S01001844","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","239.2"
"2009","S01001844","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","38.7"
"2012","S01001844","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001844","Accidental Dwelling Fires Per 100,000 Population","Ratio","38.7"
"2010","S01001844","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01001844","Accidental Dwelling Fires Per 100,000 Population","Ratio","39.9"
"2012","S01001844","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001845","Number Of All Fires","Count",1
"2009","S01001845","Number Of All Fires","Count",2
"2012","S01001845","Number Of All Fires","Count",0
"2011","S01001845","Number Of All Fires","Count",1
"2010","S01001845","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01001845","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001845","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","126.6"
"2012","S01001845","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001845","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001845","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01001845","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001845","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001846","Number Of All Fires","Count",0
"2009","S01001846","Number Of All Fires","Count",1
"2012","S01001846","Number Of All Fires","Count",1
"2011","S01001846","Number Of All Fires","Count",0
"2010","S01001846","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01001846","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001846","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2012","S01001846","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","113.4"
"2009","S01001846","Accidental Dwelling Fires Per 100,000 Population","Ratio","109.3"
"2010","S01001846","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01001846","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001846","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001847","Number Of All Fires","Count",4
"2009","S01001847","Number Of All Fires","Count",9
"2012","S01001847","Number Of All Fires","Count",6
"2011","S01001847","Number Of All Fires","Count",8
"2010","S01001847","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","101.5"
"2011","S01001847","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","859.3"
"2009","S01001847","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","957.4"
"2012","S01001847","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","668.9"
"2009","S01001847","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001847","Accidental Dwelling Fires Per 100,000 Population","Ratio",203
"2011","S01001847","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001847","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001848","Number Of All Fires","Count",2
"2009","S01001848","Number Of All Fires","Count",3
"2012","S01001848","Number Of All Fires","Count",4
"2011","S01001848","Number Of All Fires","Count",4
"2010","S01001848","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","275.5"
"2011","S01001848","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","537.6"
"2009","S01001848","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","136.4"
"2012","S01001848","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","395.3"
"2009","S01001848","Accidental Dwelling Fires Per 100,000 Population","Ratio","272.9"
"2010","S01001848","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01001848","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001848","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001849","Number Of All Fires","Count",1
"2009","S01001849","Number Of All Fires","Count",2
"2012","S01001849","Number Of All Fires","Count",0
"2011","S01001849","Number Of All Fires","Count",1
"2010","S01001849","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01001849","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001849","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","165.3"
"2012","S01001849","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001849","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001849","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01001849","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001849","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001850","Number Of All Fires","Count",1
"2009","S01001850","Number Of All Fires","Count",0
"2012","S01001850","Number Of All Fires","Count",1
"2011","S01001850","Number Of All Fires","Count",0
"2010","S01001850","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01001850","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001850","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2012","S01001850","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001850","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001850","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01001850","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001850","Accidental Dwelling Fires Per 100,000 Population","Ratio","136.4"
"2010","S01001851","Number Of All Fires","Count",3
"2009","S01001851","Number Of All Fires","Count",9
"2012","S01001851","Number Of All Fires","Count",0
"2011","S01001851","Number Of All Fires","Count",11
"2010","S01001851","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","204.5"
"2011","S01001851","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","1129.9"
"2009","S01001851","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","649.4"
"2012","S01001851","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001851","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001851","Accidental Dwelling Fires Per 100,000 Population","Ratio","102.2"
"2011","S01001851","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001851","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001852","Number Of All Fires","Count",11
"2009","S01001852","Number Of All Fires","Count",13
"2012","S01001852","Number Of All Fires","Count",1
"2011","S01001852","Number Of All Fires","Count",12
"2010","S01001852","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","1158.3"
"2011","S01001852","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","1421.2"
"2009","S01001852","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","1544.4"
"2012","S01001852","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",128
"2009","S01001852","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001852","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01001852","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001852","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001853","Number Of All Fires","Count",2
"2009","S01001853","Number Of All Fires","Count",1
"2012","S01001853","Number Of All Fires","Count",1
"2011","S01001853","Number Of All Fires","Count",2
"2010","S01001853","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",266
"2011","S01001853","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","136.4"
"2009","S01001853","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","132.6"
"2012","S01001853","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","137.6"
"2009","S01001853","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001853","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01001853","Accidental Dwelling Fires Per 100,000 Population","Ratio","136.4"
"2012","S01001853","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001854","Number Of All Fires","Count",5
"2009","S01001854","Number Of All Fires","Count",5
"2012","S01001854","Number Of All Fires","Count",9
"2011","S01001854","Number Of All Fires","Count",13
"2010","S01001854","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","81.2"
"2011","S01001854","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","364.7"
"2009","S01001854","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","71.4"
"2012","S01001854","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","79.9"
"2009","S01001854","Accidental Dwelling Fires Per 100,000 Population","Ratio","285.7"
"2010","S01001854","Accidental Dwelling Fires Per 100,000 Population","Ratio","243.5"
"2011","S01001854","Accidental Dwelling Fires Per 100,000 Population","Ratio","510.6"
"2012","S01001854","Accidental Dwelling Fires Per 100,000 Population","Ratio","559.6"
"2010","S01001855","Number Of All Fires","Count",2
"2009","S01001855","Number Of All Fires","Count",2
"2012","S01001855","Number Of All Fires","Count",1
"2011","S01001855","Number Of All Fires","Count",2
"2010","S01001855","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","127.1"
"2011","S01001855","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","250.9"
"2009","S01001855","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2012","S01001855","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001855","Accidental Dwelling Fires Per 100,000 Population","Ratio","125.3"
"2010","S01001855","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01001855","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001855","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001856","Number Of All Fires","Count",3
"2009","S01001856","Number Of All Fires","Count",3
"2012","S01001856","Number Of All Fires","Count",5
"2011","S01001856","Number Of All Fires","Count",2
"2010","S01001856","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01001856","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","124.7"
"2009","S01001856","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","139.7"
"2012","S01001856","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","492.6"
"2009","S01001856","Accidental Dwelling Fires Per 100,000 Population","Ratio","139.7"
"2010","S01001856","Accidental Dwelling Fires Per 100,000 Population","Ratio","404.3"
"2011","S01001856","Accidental Dwelling Fires Per 100,000 Population","Ratio","124.7"
"2012","S01001856","Accidental Dwelling Fires Per 100,000 Population","Ratio","123.2"
"2010","S01001857","Number Of All Fires","Count",2
"2009","S01001857","Number Of All Fires","Count",8
"2012","S01001857","Number Of All Fires","Count",3
"2011","S01001857","Number Of All Fires","Count",4
"2010","S01001857","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","132.6"
"2011","S01001857","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","297.6"
"2009","S01001857","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","1082.5"
"2012","S01001857","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","298.5"
"2009","S01001857","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001857","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01001857","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001857","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001858","Number Of All Fires","Count",2
"2009","S01001858","Number Of All Fires","Count",1
"2012","S01001858","Number Of All Fires","Count",3
"2011","S01001858","Number Of All Fires","Count",1
"2010","S01001858","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01001858","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001858","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2012","S01001858","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001858","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001858","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01001858","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001858","Accidental Dwelling Fires Per 100,000 Population","Ratio","111.5"
"2010","S01001859","Number Of All Fires","Count",6
"2009","S01001859","Number Of All Fires","Count",6
"2012","S01001859","Number Of All Fires","Count",2
"2011","S01001859","Number Of All Fires","Count",4
"2010","S01001859","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","293.5"
"2011","S01001859","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",283
"2009","S01001859","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","394.5"
"2012","S01001859","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","97.1"
"2009","S01001859","Accidental Dwelling Fires Per 100,000 Population","Ratio","98.6"
"2010","S01001859","Accidental Dwelling Fires Per 100,000 Population","Ratio","195.7"
"2011","S01001859","Accidental Dwelling Fires Per 100,000 Population","Ratio","94.3"
"2012","S01001859","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001860","Number Of All Fires","Count",2
"2009","S01001860","Number Of All Fires","Count",0
"2012","S01001860","Number Of All Fires","Count",1
"2011","S01001860","Number Of All Fires","Count",2
"2010","S01001860","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","88.7"
"2011","S01001860","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001860","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2012","S01001860","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001860","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001860","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01001860","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001860","Accidental Dwelling Fires Per 100,000 Population","Ratio","86.3"
"2010","S01001861","Number Of All Fires","Count",8
"2009","S01001861","Number Of All Fires","Count",11
"2012","S01001861","Number Of All Fires","Count",2
"2011","S01001861","Number Of All Fires","Count",6
"2010","S01001861","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","967.4"
"2011","S01001861","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","721.2"
"2009","S01001861","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","1025.6"
"2012","S01001861","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","228.6"
"2009","S01001861","Accidental Dwelling Fires Per 100,000 Population","Ratio","384.6"
"2010","S01001861","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01001861","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001861","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001862","Number Of All Fires","Count",24
"2009","S01001862","Number Of All Fires","Count",11
"2012","S01001862","Number Of All Fires","Count",2
"2011","S01001862","Number Of All Fires","Count",14
"2010","S01001862","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","2706.2"
"2011","S01001862","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",1750
"2009","S01001862","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","1392.4"
"2012","S01001862","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","253.8"
"2009","S01001862","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001862","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01001862","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001862","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001863","Number Of All Fires","Count",1
"2009","S01001863","Number Of All Fires","Count",4
"2012","S01001863","Number Of All Fires","Count",1
"2011","S01001863","Number Of All Fires","Count",2
"2010","S01001863","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","123.8"
"2011","S01001863","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","243.9"
"2009","S01001863","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","359.3"
"2012","S01001863","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001863","Accidental Dwelling Fires Per 100,000 Population","Ratio","119.8"
"2010","S01001863","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01001863","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001863","Accidental Dwelling Fires Per 100,000 Population","Ratio","119.9"
"2010","S01001864","Number Of All Fires","Count",30
"2009","S01001864","Number Of All Fires","Count",19
"2012","S01001864","Number Of All Fires","Count",11
"2011","S01001864","Number Of All Fires","Count",18
"2010","S01001864","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","2216.9"
"2011","S01001864","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","1072.2"
"2009","S01001864","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","1405.2"
"2012","S01001864","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","481.4"
"2009","S01001864","Accidental Dwelling Fires Per 100,000 Population","Ratio","78.1"
"2010","S01001864","Accidental Dwelling Fires Per 100,000 Population","Ratio","158.4"
"2011","S01001864","Accidental Dwelling Fires Per 100,000 Population","Ratio",143
"2012","S01001864","Accidental Dwelling Fires Per 100,000 Population","Ratio","68.8"
"2010","S01001865","Number Of All Fires","Count",12
"2009","S01001865","Number Of All Fires","Count",10
"2012","S01001865","Number Of All Fires","Count",19
"2011","S01001865","Number Of All Fires","Count",7
"2010","S01001865","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","1134.8"
"2011","S01001865","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","704.2"
"2009","S01001865","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","1027.9"
"2012","S01001865","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","2074.7"
"2009","S01001865","Accidental Dwelling Fires Per 100,000 Population","Ratio","293.7"
"2010","S01001865","Accidental Dwelling Fires Per 100,000 Population","Ratio","425.5"
"2011","S01001865","Accidental Dwelling Fires Per 100,000 Population","Ratio","281.7"
"2012","S01001865","Accidental Dwelling Fires Per 100,000 Population","Ratio","276.6"
"2010","S01001866","Number Of All Fires","Count",2
"2009","S01001866","Number Of All Fires","Count",3
"2012","S01001866","Number Of All Fires","Count",0
"2011","S01001866","Number Of All Fires","Count",1
"2010","S01001866","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01001866","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001866","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","296.3"
"2012","S01001866","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001866","Accidental Dwelling Fires Per 100,000 Population","Ratio","148.1"
"2010","S01001866","Accidental Dwelling Fires Per 100,000 Population","Ratio","297.2"
"2011","S01001866","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001866","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001867","Number Of All Fires","Count",2
"2009","S01001867","Number Of All Fires","Count",9
"2012","S01001867","Number Of All Fires","Count",6
"2011","S01001867","Number Of All Fires","Count",14
"2010","S01001867","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","136.1"
"2011","S01001867","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","1851.9"
"2009","S01001867","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","1073.8"
"2012","S01001867","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","636.1"
"2009","S01001867","Accidental Dwelling Fires Per 100,000 Population","Ratio","134.2"
"2010","S01001867","Accidental Dwelling Fires Per 100,000 Population","Ratio","136.1"
"2011","S01001867","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001867","Accidental Dwelling Fires Per 100,000 Population","Ratio","127.2"
"2010","S01001868","Number Of All Fires","Count",1
"2009","S01001868","Number Of All Fires","Count",6
"2012","S01001868","Number Of All Fires","Count",0
"2011","S01001868","Number Of All Fires","Count",1
"2010","S01001868","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01001868","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","131.9"
"2009","S01001868","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","274.7"
"2012","S01001868","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001868","Accidental Dwelling Fires Per 100,000 Population","Ratio","137.4"
"2010","S01001868","Accidental Dwelling Fires Per 100,000 Population","Ratio","137.4"
"2011","S01001868","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001868","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001869","Number Of All Fires","Count",2
"2009","S01001869","Number Of All Fires","Count",0
"2012","S01001869","Number Of All Fires","Count",0
"2011","S01001869","Number Of All Fires","Count",1
"2010","S01001869","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01001869","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001869","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2012","S01001869","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001869","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001869","Accidental Dwelling Fires Per 100,000 Population","Ratio","127.1"
"2011","S01001869","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001869","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001870","Number Of All Fires","Count",4
"2009","S01001870","Number Of All Fires","Count",10
"2012","S01001870","Number Of All Fires","Count",1
"2011","S01001870","Number Of All Fires","Count",7
"2010","S01001870","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","482.5"
"2011","S01001870","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","531.3"
"2009","S01001870","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","633.7"
"2012","S01001870","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","105.3"
"2009","S01001870","Accidental Dwelling Fires Per 100,000 Population","Ratio","380.2"
"2010","S01001870","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01001870","Accidental Dwelling Fires Per 100,000 Population","Ratio","212.5"
"2012","S01001870","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001871","Number Of All Fires","Count",4
"2009","S01001871","Number Of All Fires","Count",4
"2012","S01001871","Number Of All Fires","Count",5
"2011","S01001871","Number Of All Fires","Count",3
"2010","S01001871","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","186.8"
"2011","S01001871","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","171.8"
"2009","S01001871","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",254
"2012","S01001871","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",112
"2009","S01001871","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001871","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01001871","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001871","Accidental Dwelling Fires Per 100,000 Population","Ratio",56
"2010","S01001872","Number Of All Fires","Count",8
"2009","S01001872","Number Of All Fires","Count",8
"2012","S01001872","Number Of All Fires","Count",4
"2011","S01001872","Number Of All Fires","Count",6
"2010","S01001872","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","754.3"
"2011","S01001872","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",454
"2009","S01001872","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","765.9"
"2012","S01001872","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","220.8"
"2009","S01001872","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001872","Accidental Dwelling Fires Per 100,000 Population","Ratio","107.8"
"2011","S01001872","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01001872","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001873","Number Of All Fires","Count",0
"2009","S01001873","Number Of All Fires","Count",1
"2012","S01001873","Number Of All Fires","Count",1
"2011","S01001873","Number Of All Fires","Count",1
"2010","S01001873","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01001873","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001873","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2012","S01001873","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01001873","Accidental Dwelling Fires Per 100,000 Population","Ratio","121.2"
"2010","S01001873","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01001873","Accidental Dwelling Fires Per 100,000 Population","Ratio","123.2"
"2012","S01001873","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01001874","Number Of All Fires","Count",30
"2009","S01001874","Number Of All Fires","Count",12
